id_nota,id_matricula,tipo_avaliacao,valor_nota
4531,9708,P1,4.4
4532,9708,P2,6.1
4533,1767,P1,5.4
4534,1767,P2,8.8
4535,9213,P1,9.4
4536,9213,P2,7.1
4537,2812,P1,3.1
4538,2812,P2,7.1
4539,6352,P1,3.2
4540,6352,P2,8.6
4541,7815,P1,7.9
4542,7815,P2,9.1
4543,7581,P1,6.4
4544,7581,P2,8.1
4545,3198,P1,7.1
4546,3198,P2,6.1
4547,9658,P1,5.9
4548,9658,P2,4.3
4549,7089,P1,3.4
4550,7089,P2,5.2
4551,8829,P1,3.6
4552,8829,P2,8.3
4553,7403,P1,4.3
4554,7403,P2,9.0
4555,2001,P1,7.8
4556,2001,P2,5.6
4557,5105,P1,4.4
4558,5105,P2,5.6
4559,4849,P1,4.0
4560,4849,P2,7.5
4561,5192,P1,3.5
4562,5192,P2,9.7
4563,3439,P1,3.7
4564,3439,P2,6.1
4565,6978,P1,6.8
4566,6978,P2,7.6
4567,8528,P1,4.4
4568,8528,P2,5.3
4569,285,P1,7.4
4570,285,P2,5.3
4571,8308,P1,6.0
4572,8308,P2,6.8
4573,1235,P1,7.8
4574,1235,P2,8.2
4575,6074,P1,3.8
4576,6074,P2,7.7
4577,9401,P1,3.5
4578,9401,P2,7.0
4579,8975,P1,5.2
4580,8975,P2,8.8
4581,7853,P1,5.3
4582,7853,P2,5.0
4583,2658,P1,3.7
4584,2658,P2,7.2
4585,9035,P1,6.5
4586,9035,P2,5.0
4587,6664,P1,3.8
4588,6664,P2,4.0
4589,789,P1,6.9
4590,789,P2,5.1
4591,6961,P1,3.9
4592,6961,P2,7.0
4593,1946,P1,5.4
4594,1946,P2,7.5
4595,8469,P1,5.7
4596,8469,P2,9.0
4597,2163,P1,8.0
4598,2163,P2,6.2
4599,7994,P1,3.2
4600,7994,P2,7.2
4601,8697,P1,5.4
4602,8697,P2,6.1
4603,4859,P1,5.8
4604,4859,P2,8.1
4605,5346,P1,6.6
4606,5346,P2,9.9
4607,7580,P1,9.2
4608,7580,P2,6.6
4609,5134,P1,6.4
4610,5134,P2,9.8
4611,3870,P1,3.9
4612,3870,P2,9.7
4613,8385,P1,8.5
4614,8385,P2,4.6
4615,6992,P1,9.4
4616,6992,P2,7.1
4617,5003,P1,8.8
4618,5003,P2,8.9
4619,2694,P1,9.2
4620,2694,P2,8.0
4621,9994,P1,7.8
4622,9994,P2,9.2
4623,3094,P1,8.6
4624,3094,P2,9.7
4625,6201,P1,4.0
4626,6201,P2,7.0
4627,8529,P1,4.4
4628,8529,P2,6.0
4629,816,P1,6.0
4630,816,P2,6.3
4631,2884,P1,6.8
4632,2884,P2,4.6
4633,2190,P1,6.5
4634,2190,P2,9.7
4635,5184,P1,9.0
4636,5184,P2,5.7
4637,1785,P1,7.8
4638,1785,P2,9.0
4639,4314,P1,8.0
4640,4314,P2,8.2
4641,421,P1,3.8
4642,421,P2,9.3
4643,382,P1,7.8
4644,382,P2,9.5
4645,2775,P1,3.4
4646,2775,P2,6.6
4647,4935,P1,7.9
4648,4935,P2,7.2
4649,7434,P1,4.1
4650,7434,P2,6.3
4651,2888,P1,9.5
4652,2888,P2,7.4
4653,3352,P1,8.7
4654,3352,P2,6.5
4655,6871,P1,6.7
4656,6871,P2,5.7
4657,726,P1,3.8
4658,726,P2,6.1
4659,4449,P1,5.7
4660,4449,P2,4.1
4661,3140,P1,5.5
4662,3140,P2,6.4
4663,4200,P1,8.7
4664,4200,P2,5.6
4665,9378,P1,9.2
4666,9378,P2,5.1
4667,2784,P1,5.5
4668,2784,P2,8.9
4669,7598,P1,6.7
4670,7598,P2,8.3
4671,2253,P1,8.3
4672,2253,P2,5.1
4673,3356,P1,8.2
4674,3356,P2,8.5
4675,2216,P1,4.8
4676,2216,P2,7.2
4677,48,P1,4.2
4678,48,P2,6.0
4679,2345,P1,5.4
4680,2345,P2,10.0
4681,9710,P1,9.4
4682,9710,P2,9.8
4683,7196,P1,8.3
4684,7196,P2,6.5
4685,1796,P1,6.5
4686,1796,P2,8.4
4687,7029,P1,6.8
4688,7029,P2,4.3
4689,1961,P1,4.7
4690,1961,P2,7.9
4691,546,P1,3.9
4692,546,P2,5.5
4693,346,P1,3.1
4694,346,P2,9.8
4695,296,P1,9.1
4696,296,P2,9.1
4697,4159,P1,7.3
4698,4159,P2,7.3
4699,5429,P1,5.3
4700,5429,P2,6.6
4701,5449,P1,3.5
4702,5449,P2,4.1
4703,8641,P1,6.7
4704,8641,P2,5.9
4705,5487,P1,5.8
4706,5487,P2,10.0
4707,7497,P1,5.7
4708,7497,P2,9.7
4709,9249,P1,6.3
4710,9249,P2,8.9
4711,2931,P1,9.5
4712,2931,P2,6.6
4713,1642,P1,6.4
4714,1642,P2,7.8
4715,6403,P1,3.8
4716,6403,P2,5.3
4717,2796,P1,7.8
4718,2796,P2,5.1
4719,4568,P1,3.2
4720,4568,P2,6.4
4721,7261,P1,7.9
4722,7261,P2,4.6
4723,9177,P1,3.1
4724,9177,P2,8.3
4725,3563,P1,8.3
4726,3563,P2,6.8
4727,74,P1,5.2
4728,74,P2,5.3
4729,5591,P1,3.3
4730,5591,P2,4.0
4731,165,P1,4.8
4732,165,P2,5.2
4733,7826,P1,8.7
4734,7826,P2,9.7
4735,2170,P1,7.4
4736,2170,P2,6.7
4737,9701,P1,8.1
4738,9701,P2,8.7
4739,6732,P1,6.1
4740,6732,P2,7.9
4741,6975,P1,4.7
4742,6975,P2,6.6
4743,489,P1,7.5
4744,489,P2,5.8
4745,1130,P1,4.0
4746,1130,P2,4.2
4747,8120,P1,7.3
4748,8120,P2,7.4
4749,2738,P1,6.4
4750,2738,P2,6.9
4751,6828,P1,6.3
4752,6828,P2,6.1
4753,5721,P1,8.1
4754,5721,P2,4.2
4755,4598,P1,4.9
4756,4598,P2,9.1
4757,3119,P1,3.2
4758,3119,P2,7.8
4759,6833,P1,8.0
4760,6833,P2,5.9
4761,2955,P1,8.8
4762,2955,P2,6.7
4763,4139,P1,6.1
4764,4139,P2,4.8
4765,756,P1,5.3
4766,756,P2,7.6
4767,4111,P1,8.8
4768,4111,P2,7.0
4769,4234,P1,3.9
4770,4234,P2,8.2
4771,3176,P1,9.1
4772,3176,P2,5.4
4773,3519,P1,7.2
4774,3519,P2,4.6
4775,8382,P1,6.2
4776,8382,P2,4.7
4777,5169,P1,5.4
4778,5169,P2,6.0
4779,1859,P1,8.7
4780,1859,P2,7.6
4781,3629,P1,3.0
4782,3629,P2,9.6
4783,5157,P1,9.2
4784,5157,P2,8.0
4785,7950,P1,9.3
4786,7950,P2,5.3
4787,7522,P1,4.1
4788,7522,P2,6.8
4789,9316,P1,4.4
4790,9316,P2,4.7
4791,2262,P1,9.0
4792,2262,P2,7.9
4793,8604,P1,4.5
4794,8604,P2,6.6
4795,9940,P1,5.3
4796,9940,P2,9.0
4797,7709,P1,3.7
4798,7709,P2,7.0
4799,1298,P1,6.2
4800,1298,P2,9.2
4801,4831,P1,4.7
4802,4831,P2,6.3
4803,2178,P1,8.7
4804,2178,P2,4.1
4805,5910,P1,7.2
4806,5910,P2,6.0
4807,3115,P1,4.0
4808,3115,P2,6.9
4809,6081,P1,6.3
4810,6081,P2,4.9
4811,6646,P1,3.3
4812,6646,P2,5.8
4813,8329,P1,3.4
4814,8329,P2,4.5
4815,2364,P1,9.0
4816,2364,P2,5.8
4817,3085,P1,6.1
4818,3085,P2,6.9
4819,2905,P1,6.9
4820,2905,P2,5.3
4821,34,P1,5.7
4822,34,P2,5.3
4823,6935,P1,4.0
4824,6935,P2,5.8
4825,7175,P1,7.9
4826,7175,P2,8.5
4827,395,P1,9.1
4828,395,P2,8.6
4829,8208,P1,6.4
4830,8208,P2,7.7
4831,4588,P1,7.0
4832,4588,P2,8.2
4833,3981,P1,9.0
4834,3981,P2,6.8
4835,4143,P1,9.1
4836,4143,P2,5.4
4837,1069,P1,7.3
4838,1069,P2,6.2
4839,9148,P1,6.4
4840,9148,P2,4.5
4841,9972,P1,8.7
4842,9972,P2,6.0
4843,298,P1,9.1
4844,298,P2,5.1
4845,5650,P1,9.4
4846,5650,P2,8.8
4847,2009,P1,4.8
4848,2009,P2,5.9
4849,4820,P1,3.5
4850,4820,P2,7.5
4851,6310,P1,7.3
4852,6310,P2,4.8
4853,9112,P1,9.0
4854,9112,P2,6.5
4855,1484,P1,3.3
4856,1484,P2,5.8
4857,4031,P1,4.9
4858,4031,P2,7.6
4859,6290,P1,6.4
4860,6290,P2,5.7
4861,6831,P1,5.7
4862,6831,P2,9.0
4863,553,P1,7.1
4864,553,P2,8.9
4865,3878,P1,4.9
4866,3878,P2,4.7
4867,3392,P1,5.6
4868,3392,P2,5.0
4869,3059,P1,7.8
4870,3059,P2,5.4
4871,1672,P1,6.2
4872,1672,P2,8.9
4873,9533,P1,7.0
4874,9533,P2,6.7
4875,7717,P1,8.2
4876,7717,P2,8.8
4877,5847,P1,9.0
4878,5847,P2,4.4
4879,6676,P1,3.7
4880,6676,P2,9.7
4881,9724,P1,9.0
4882,9724,P2,8.6
4883,5486,P1,3.2
4884,5486,P2,4.4
4885,9155,P1,6.5
4886,9155,P2,6.2
4887,5100,P1,6.9
4888,5100,P2,5.7
4889,9237,P1,4.9
4890,9237,P2,4.4
4891,4162,P1,8.6
4892,4162,P2,7.1
4893,7748,P1,7.9
4894,7748,P2,9.5
4895,4241,P1,3.3
4896,4241,P2,4.1
4897,890,P1,5.5
4898,890,P2,7.6
4899,6986,P1,9.5
4900,6986,P2,4.2
4901,1085,P1,3.1
4902,1085,P2,7.4
4903,7194,P1,6.8
4904,7194,P2,7.3
4905,1365,P1,6.1
4906,1365,P2,6.1
4907,4869,P1,4.6
4908,4869,P2,4.1
4909,8497,P1,5.6
4910,8497,P2,6.8
4911,2674,P1,8.2
4912,2674,P2,6.1
4913,4712,P1,6.8
4914,4712,P2,5.9
4915,3785,P1,6.0
4916,3785,P2,7.5
4917,9261,P1,4.5
4918,9261,P2,5.9
4919,9829,P1,8.8
4920,9829,P2,8.6
4921,6021,P1,4.0
4922,6021,P2,5.3
4923,2665,P1,9.2
4924,2665,P2,6.5
4925,5672,P1,4.3
4926,5672,P2,9.2
4927,8454,P1,6.8
4928,8454,P2,5.3
4929,5800,P1,5.9
4930,5800,P2,7.5
4931,4846,P1,8.7
4932,4846,P2,7.2
4933,8730,P1,7.1
4934,8730,P2,8.1
4935,6337,P1,8.1
4936,6337,P2,4.6
4937,4720,P1,8.2
4938,4720,P2,6.4
4939,2490,P1,9.5
4940,2490,P2,4.3
4941,9914,P1,5.3
4942,9914,P2,5.8
4943,8335,P1,6.0
4944,8335,P2,6.6
4945,7890,P1,5.3
4946,7890,P2,8.4
4947,2553,P1,8.9
4948,2553,P2,6.4
4949,1050,P1,7.9
4950,1050,P2,8.4
4951,5976,P1,7.1
4952,5976,P2,9.8
4953,311,P1,4.2
4954,311,P2,6.7
4955,7059,P1,7.8
4956,7059,P2,7.6
4957,407,P1,6.8
4958,407,P2,8.9
4959,9220,P1,6.9
4960,9220,P2,5.9
4961,632,P1,5.0
4962,632,P2,7.8
4963,7934,P1,5.4
4964,7934,P2,7.5
4965,8174,P1,5.8
4966,8174,P2,6.8
4967,8867,P1,3.6
4968,8867,P2,6.7
4969,7410,P1,3.9
4970,7410,P2,7.3
4971,9099,P1,4.7
4972,9099,P2,9.8
4973,5426,P1,4.6
4974,5426,P2,9.0
4975,9762,P1,9.3
4976,9762,P2,5.5
4977,504,P1,4.2
4978,504,P2,5.6
4979,9460,P1,8.2
4980,9460,P2,9.3
4981,3634,P1,5.1
4982,3634,P2,4.1
4983,1121,P1,6.9
4984,1121,P2,5.5
4985,2196,P1,3.5
4986,2196,P2,5.7
4987,823,P1,4.8
4988,823,P2,6.9
4989,4385,P1,5.0
4990,4385,P2,5.0
4991,6959,P1,6.1
4992,6959,P2,7.3
4993,4526,P1,6.1
4994,4526,P2,6.7
4995,5899,P1,7.8
4996,5899,P2,7.9
4997,170,P1,6.1
4998,170,P2,4.6
4999,2023,P1,7.0
5000,2023,P2,8.6
5001,7929,P1,4.5
5002,7929,P2,8.8
5003,9118,P1,6.7
5004,9118,P2,8.8
5005,2065,P1,5.9
5006,2065,P2,7.9
5007,6997,P1,8.3
5008,6997,P2,9.8
5009,6072,P1,9.3
5010,6072,P2,5.4
5011,6276,P1,8.5
5012,6276,P2,6.0
5013,2369,P1,9.1
5014,2369,P2,8.6
5015,8048,P1,3.3
5016,8048,P2,6.6
5017,5636,P1,6.8
5018,5636,P2,7.0
5019,6333,P1,4.8
5020,6333,P2,6.3
5021,5172,P1,7.6
5022,5172,P2,4.9
5023,1396,P1,6.8
5024,1396,P2,9.4
5025,7837,P1,8.5
5026,7837,P2,5.0
5027,523,P1,3.7
5028,523,P2,7.7
5029,604,P1,5.3
5030,604,P2,4.8
5031,1692,P1,5.0
5032,1692,P2,8.8
5033,1783,P1,4.2
5034,1783,P2,4.7
5035,3834,P1,3.3
5036,3834,P2,9.5
5037,2868,P1,3.2
5038,2868,P2,4.1
5039,7308,P1,5.6
5040,7308,P2,7.9
5041,6960,P1,9.0
5042,6960,P2,6.5
5043,4195,P1,4.9
5044,4195,P2,8.4
5045,2269,P1,8.5
5046,2269,P2,6.6
5047,2470,P1,4.7
5048,2470,P2,9.4
5049,288,P1,8.4
5050,288,P2,9.9
5051,3182,P1,3.2
5052,3182,P2,9.0
5053,8499,P1,9.2
5054,8499,P2,7.6
5055,5403,P1,6.3
5056,5403,P2,4.5
5057,1344,P1,7.8
5058,1344,P2,7.4
5059,6699,P1,5.7
5060,6699,P2,7.1
5061,175,P1,3.1
5062,175,P2,9.7
5063,4403,P1,5.0
5064,4403,P2,4.7
5065,5851,P1,8.1
5066,5851,P2,8.6
5067,1068,P1,4.6
5068,1068,P2,5.2
5069,735,P1,8.4
5070,735,P2,4.5
5071,4121,P1,8.0
5072,4121,P2,5.6
5073,6090,P1,8.4
5074,6090,P2,6.5
5075,4636,P1,3.4
5076,4636,P2,7.8
5077,5032,P1,5.0
5078,5032,P2,5.0
5079,2619,P1,3.5
5080,2619,P2,4.0
5081,5300,P1,4.1
5082,5300,P2,9.2
5083,7234,P1,7.6
5084,7234,P2,9.3
5085,8830,P1,8.7
5086,8830,P2,7.8
5087,219,P1,8.3
5088,219,P2,6.6
5089,631,P1,7.9
5090,631,P2,4.3
5091,8035,P1,8.7
5092,8035,P2,8.3
5093,2695,P1,5.7
5094,2695,P2,6.1
5095,7399,P1,6.0
5096,7399,P2,4.8
5097,5427,P1,5.8
5098,5427,P2,5.4
5099,7780,P1,7.1
5100,7780,P2,5.0
5101,1505,P1,6.7
5102,1505,P2,8.1
5103,3741,P1,9.2
5104,3741,P2,4.1
5105,4586,P1,7.3
5106,4586,P2,4.2
5107,3149,P1,6.8
5108,3149,P2,9.5
5109,2443,P1,5.8
5110,2443,P2,9.6
5111,1514,P1,7.5
5112,1514,P2,4.6
5113,1635,P1,5.8
5114,1635,P2,8.3
5115,8436,P1,7.2
5116,8436,P2,9.2
5117,4393,P1,4.8
5118,4393,P2,6.6
5119,1668,P1,3.4
5120,1668,P2,5.0
5121,4431,P1,6.7
5122,4431,P2,5.1
5123,9313,P1,6.8
5124,9313,P2,9.3
5125,3628,P1,9.1
5126,3628,P2,8.8
5127,399,P1,7.1
5128,399,P2,9.4
5129,4624,P1,4.1
5130,4624,P2,9.1
5131,4328,P1,8.7
5132,4328,P2,9.2
5133,9221,P1,3.8
5134,9221,P2,9.5
5135,886,P1,3.2
5136,886,P2,4.9
5137,2817,P1,5.0
5138,2817,P2,5.9
5139,7377,P1,7.6
5140,7377,P2,7.0
5141,6006,P1,7.7
5142,6006,P2,5.6
5143,5789,P1,5.0
5144,5789,P2,6.2
5145,4516,P1,4.7
5146,4516,P2,9.9
5147,1632,P1,5.1
5148,1632,P2,4.9
5149,7531,P1,4.1
5150,7531,P2,7.3
5151,990,P1,6.9
5152,990,P2,8.0
5153,8895,P1,8.2
5154,8895,P2,6.5
5155,2070,P1,4.9
5156,2070,P2,4.3
5157,4627,P1,7.9
5158,4627,P2,5.9
5159,8940,P1,6.5
5160,8940,P2,9.9
5161,9877,P1,8.6
5162,9877,P2,5.5
5163,149,P1,9.2
5164,149,P2,9.7
5165,962,P1,4.7
5166,962,P2,6.0
5167,2099,P1,4.0
5168,2099,P2,9.6
5169,3091,P1,6.8
5170,3091,P2,7.7
5171,5472,P1,4.6
5172,5472,P2,9.1
5173,3982,P1,7.2
5174,3982,P2,7.7
5175,6887,P1,6.8
5176,6887,P2,4.1
5177,6529,P1,3.2
5178,6529,P2,5.7
5179,3537,P1,7.3
5180,3537,P2,6.0
5181,6570,P1,4.8
5182,6570,P2,5.3
5183,7884,P1,6.4
5184,7884,P2,6.3
5185,528,P1,6.2
5186,528,P2,8.5
5187,1306,P1,8.2
5188,1306,P2,8.1
5189,9801,P1,5.3
5190,9801,P2,6.1
5191,9749,P1,7.9
5192,9749,P2,5.1
5193,7883,P1,5.9
5194,7883,P2,9.4
5195,2130,P1,7.4
5196,2130,P2,4.5
5197,4382,P1,5.3
5198,4382,P2,7.3
5199,3944,P1,3.7
5200,3944,P2,9.3
5201,4037,P1,7.2
5202,4037,P2,9.5
5203,8500,P1,4.5
5204,8500,P2,5.3
5205,1776,P1,9.3
5206,1776,P2,9.8
5207,5441,P1,7.1
5208,5441,P2,9.3
5209,8326,P1,5.1
5210,8326,P2,6.4
5211,5372,P1,5.4
5212,5372,P2,7.9
5213,9258,P1,4.2
5214,9258,P2,5.3
5215,9410,P1,5.1
5216,9410,P2,9.2
5217,3617,P1,6.4
5218,3617,P2,6.4
5219,8752,P1,9.0
5220,8752,P2,9.0
5221,662,P1,3.1
5222,662,P2,7.7
5223,6695,P1,3.7
5224,6695,P2,4.1
5225,5996,P1,7.6
5226,5996,P2,6.1
5227,6597,P1,6.2
5228,6597,P2,7.1
5229,2921,P1,8.9
5230,2921,P2,7.5
5231,7063,P1,5.3
5232,7063,P2,6.7
5233,3510,P1,9.3
5234,3510,P2,7.6
5235,9030,P1,5.4
5236,9030,P2,8.6
5237,9660,P1,3.9
5238,9660,P2,5.1
5239,8694,P1,4.7
5240,8694,P2,9.6
5241,9466,P1,4.8
5242,9466,P2,6.9
5243,8665,P1,8.4
5244,8665,P2,7.6
5245,6682,P1,6.3
5246,6682,P2,4.8
5247,5439,P1,7.7
5248,5439,P2,4.9
5249,5864,P1,3.2
5250,5864,P2,8.1
5251,4053,P1,5.9
5252,4053,P2,6.5
5253,6700,P1,6.7
5254,6700,P2,9.0
5255,4556,P1,3.4
5256,4556,P2,4.7
5257,6803,P1,5.3
5258,6803,P2,9.7
5259,9734,P1,6.5
5260,9734,P2,6.6
5261,7435,P1,3.4
5262,7435,P2,6.2
5263,3848,P1,9.1
5264,3848,P2,6.1
5265,1908,P1,5.8
5266,1908,P2,7.6
5267,8953,P1,8.0
5268,8953,P2,6.7
5269,5189,P1,7.0
5270,5189,P2,9.8
5271,1058,P1,8.8
5272,1058,P2,7.8
5273,1166,P1,5.0
5274,1166,P2,5.2
5275,2509,P1,5.8
5276,2509,P2,9.4
5277,9107,P1,4.6
5278,9107,P2,5.3
5279,8981,P1,4.5
5280,8981,P2,7.8
5281,2853,P1,7.1
5282,2853,P2,5.3
5283,6052,P1,3.1
5284,6052,P2,5.7
5285,9298,P1,9.1
5286,9298,P2,4.9
5287,8902,P1,4.0
5288,8902,P2,6.8
5289,1206,P1,3.2
5290,1206,P2,8.4
5291,3880,P1,8.5
5292,3880,P2,5.8
5293,7116,P1,8.5
5294,7116,P2,5.2
5295,33,P1,5.5
5296,33,P2,9.0
5297,4725,P1,5.3
5298,4725,P2,8.1
5299,5683,P1,6.6
5300,5683,P2,9.0
5301,9068,P1,6.1
5302,9068,P2,9.8
5303,6339,P1,6.9
5304,6339,P2,4.3
5305,9479,P1,8.3
5306,9479,P2,6.1
5307,7793,P1,7.9
5308,7793,P2,8.6
5309,5462,P1,4.5
5310,5462,P2,7.4
5311,4292,P1,4.6
5312,4292,P2,4.4
5313,7041,P1,5.1
5314,7041,P2,8.7
5315,7724,P1,6.2
5316,7724,P2,5.9
5317,2920,P1,4.0
5318,2920,P2,5.4
5319,3141,P1,3.7
5320,3141,P2,6.4
5321,1284,P1,3.7
5322,1284,P2,6.3
5323,5628,P1,8.7
5324,5628,P2,8.8
5325,6635,P1,8.1
5326,6635,P2,6.4
5327,91,P1,7.4
5328,91,P2,8.2
5329,1866,P1,7.6
5330,1866,P2,7.1
5331,6757,P1,4.6
5332,6757,P2,8.2
5333,9868,P1,8.7
5334,9868,P2,7.7
5335,9212,P1,4.0
5336,9212,P2,7.0
5337,8273,P1,3.4
5338,8273,P2,4.9
5339,1837,P1,4.8
5340,1837,P2,4.1
5341,8316,P1,9.3
5342,8316,P2,8.7
5343,5347,P1,8.6
5344,5347,P2,8.6
5345,8020,P1,6.2
5346,8020,P2,4.6
5347,1195,P1,8.6
5348,1195,P2,4.3
5349,9802,P1,5.5
5350,9802,P2,7.9
5351,5656,P1,7.3
5352,5656,P2,7.9
5353,3574,P1,4.3
5354,3574,P2,8.2
5355,2748,P1,3.4
5356,2748,P2,9.6
5357,5833,P1,3.3
5358,5833,P2,7.5
5359,5867,P1,6.4
5360,5867,P2,9.3
5361,7656,P1,8.4
5362,7656,P2,6.1
5363,9547,P1,8.6
5364,9547,P2,8.5
5365,6483,P1,5.8
5366,6483,P2,4.4
5367,3355,P1,8.5
5368,3355,P2,7.4
5369,8427,P1,4.6
5370,8427,P2,6.9
5371,4257,P1,3.7
5372,4257,P2,7.7
5373,1427,P1,7.0
5374,1427,P2,4.9
5375,9181,P1,8.7
5376,9181,P2,8.3
5377,4914,P1,9.1
5378,4914,P2,4.1
5379,8056,P1,8.0
5380,8056,P2,6.8
5381,2265,P1,7.2
5382,2265,P2,4.7
5383,5014,P1,8.5
5384,5014,P2,9.2
5385,6662,P1,8.8
5386,6662,P2,9.5
5387,5804,P1,5.5
5388,5804,P2,9.6
5389,9718,P1,3.1
5390,9718,P2,8.4
5391,2723,P1,7.1
5392,2723,P2,9.2
5393,1671,P1,4.5
5394,1671,P2,9.4
5395,792,P1,5.5
5396,792,P2,4.8
5397,5547,P1,3.6
5398,5547,P2,5.1
5399,5545,P1,9.4
5400,5545,P2,7.4
5401,5011,P1,3.8
5402,5011,P2,8.1
5403,4360,P1,4.8
5404,4360,P2,9.5
5405,4895,P1,6.9
5406,4895,P2,5.2
5407,8526,P1,5.5
5408,8526,P2,5.2
5409,6514,P1,5.7
5410,6514,P2,10.0
5411,2919,P1,7.2
5412,2919,P2,6.5
5413,3589,P1,6.3
5414,3589,P2,9.9
5415,8407,P1,7.1
5416,8407,P2,9.1
5417,1843,P1,5.9
5418,1843,P2,8.3
5419,7242,P1,3.6
5420,7242,P2,7.0
5421,983,P1,7.0
5422,983,P2,6.1
5423,6602,P1,6.4
5424,6602,P2,6.4
5425,322,P1,6.4
5426,322,P2,8.9
5427,717,P1,7.3
5428,717,P2,4.8
5429,7345,P1,7.0
5430,7345,P2,4.5
5431,731,P1,7.0
5432,731,P2,8.2
5433,1790,P1,5.6
5434,1790,P2,5.4
5435,2940,P1,6.2
5436,2940,P2,4.2
5437,4275,P1,4.5
5438,4275,P2,6.4
5439,6109,P1,8.1
5440,6109,P2,6.1
5441,7844,P1,3.6
5442,7844,P2,8.8
5443,7042,P1,7.4
5444,7042,P2,4.1
5445,3397,P1,4.4
5446,3397,P2,5.5
5447,4204,P1,5.8
5448,4204,P2,6.5
5449,1991,P1,9.0
5450,1991,P2,4.9
5451,5850,P1,6.1
5452,5850,P2,7.8
5453,7963,P1,8.5
5454,7963,P2,7.7
5455,7332,P1,4.6
5456,7332,P2,5.7
5457,8822,P1,6.3
5458,8822,P2,8.3
5459,1645,P1,5.0
5460,1645,P2,7.8
5461,6190,P1,5.9
5462,6190,P2,5.1
5463,1185,P1,7.0
5464,1185,P2,7.5
5465,2411,P1,4.2
5466,2411,P2,9.6
5467,3752,P1,6.7
5468,3752,P2,4.7
5469,6463,P1,4.8
5470,6463,P2,9.9
5471,7865,P1,6.4
5472,7865,P2,8.3
5473,8630,P1,6.8
5474,8630,P2,7.8
5475,5599,P1,8.5
5476,5599,P2,8.2
5477,4971,P1,7.7
5478,4971,P2,6.7
5479,5142,P1,3.6
5480,5142,P2,7.1
5481,8130,P1,4.3
5482,8130,P2,4.6
5483,5413,P1,5.6
5484,5413,P2,5.9
5485,4534,P1,6.4
5486,4534,P2,4.2
5487,1751,P1,5.1
5488,1751,P2,6.5
5489,18,P1,7.4
5490,18,P2,7.8
5491,6889,P1,7.2
5492,6889,P2,7.6
5493,4781,P1,8.9
5494,4781,P2,9.3
5495,6497,P1,5.9
5496,6497,P2,5.1
5497,3709,P1,7.3
5498,3709,P2,6.7
5499,4835,P1,4.0
5500,4835,P2,7.8
5501,1634,P1,6.2
5502,1634,P2,8.5
5503,1860,P1,5.1
5504,1860,P2,4.6
5505,6459,P1,8.0
5506,6459,P2,4.6
5507,2434,P1,8.8
5508,2434,P2,6.3
5509,1336,P1,6.6
5510,1336,P2,5.7
5511,1193,P1,6.8
5512,1193,P2,8.7
5513,2329,P1,4.3
5514,2329,P2,8.4
5515,7209,P1,8.7
5516,7209,P2,9.8
5517,2239,P1,4.9
5518,2239,P2,9.7
5519,3257,P1,4.0
5520,3257,P2,7.8
5521,612,P1,8.1
5522,612,P2,9.3
5523,1169,P1,7.2
5524,1169,P2,9.0
5525,5492,P1,7.8
5526,5492,P2,5.9
5527,863,P1,3.3
5528,863,P2,8.2
5529,7489,P1,7.5
5530,7489,P2,6.7
5531,4421,P1,4.1
5532,4421,P2,6.4
5533,8290,P1,8.6
5534,8290,P2,8.6
5535,4886,P1,5.9
5536,4886,P2,5.4
5537,5164,P1,7.7
5538,5164,P2,5.0
5539,8358,P1,4.1
5540,8358,P2,4.7
5541,3809,P1,8.0
5542,3809,P2,8.0
5543,1641,P1,7.5
5544,1641,P2,9.7
5545,7431,P1,4.2
5546,7431,P2,5.6
5547,6850,P1,7.8
5548,6850,P2,5.3
5549,78,P1,3.5
5550,78,P2,7.9
5551,1390,P1,3.1
5552,1390,P2,9.5
5553,3591,P1,3.4
5554,3591,P2,6.9
5555,7165,P1,4.9
5556,7165,P2,4.5
5557,7187,P1,8.5
5558,7187,P2,4.8
5559,9379,P1,6.6
5560,9379,P2,5.2
5561,1747,P1,3.5
5562,1747,P2,7.0
5563,383,P1,7.4
5564,383,P2,9.6
5565,398,P1,5.2
5566,398,P2,6.3
5567,8815,P1,5.4
5568,8815,P2,8.5
5569,5734,P1,8.1
5570,5734,P2,7.0
5571,3598,P1,7.8
5572,3598,P2,9.3
5573,7351,P1,3.4
5574,7351,P2,8.1
5575,8166,P1,5.0
5576,8166,P2,9.0
5577,9352,P1,4.3
5578,9352,P2,8.4
5579,8376,P1,7.5
5580,8376,P2,7.9
5581,2156,P1,5.0
5582,2156,P2,8.1
5583,4476,P1,4.6
5584,4476,P2,6.0
5585,541,P1,5.5
5586,541,P2,9.1
5587,1551,P1,3.4
5588,1551,P2,6.2
5589,2989,P1,6.1
5590,2989,P2,9.8
5591,887,P1,7.9
5592,887,P2,9.5
5593,4474,P1,7.0
5594,4474,P2,8.2
5595,2718,P1,7.8
5596,2718,P2,8.3
5597,777,P1,7.0
5598,777,P2,4.0
5599,6107,P1,7.2
5600,6107,P2,5.0
5601,7924,P1,8.1
5602,7924,P2,4.0
5603,3561,P1,5.1
5604,3561,P2,8.0
5605,3406,P1,8.7
5606,3406,P2,5.0
5607,6217,P1,9.2
5608,6217,P2,9.1
5609,8772,P1,4.4
5610,8772,P2,4.5
5611,1332,P1,4.9
5612,1332,P2,8.0
5613,3314,P1,4.3
