id_matricula,id_aluno,id_turma
2138,428,95
2139,428,54
2140,428,94
2141,429,91
2142,429,49
2143,429,50
2144,429,53
2145,429,52
2146,430,54
2147,430,94
2148,430,10
2149,430,9
2150,430,53
2151,431,52
2152,431,50
2153,431,10
2154,431,95
2155,431,91
2156,432,92
2157,432,95
2158,432,8
2159,432,91
2160,432,52
2161,433,10
2162,433,12
2163,433,95
2164,433,50
2165,433,53
2166,434,94
2167,434,50
2168,434,53
2169,434,91
2170,434,51
2171,435,94
2172,435,12
2173,435,92
2174,435,7
2175,435,93
2176,436,52
2177,436,11
2178,436,9
2179,436,53
2180,436,93
2181,437,50
2182,437,54
2183,437,91
2184,437,7
2185,437,52
2186,438,92
2187,438,51
2188,438,52
2189,438,12
2190,438,50
2191,439,49
2192,439,93
2193,439,95
2194,439,94
2195,439,54
2196,440,95
2197,440,10
2198,440,52
2199,440,49
2200,440,51
2201,441,49
2202,441,11
2203,441,93
2204,441,50
2205,441,10
2206,442,91
2207,442,49
2208,442,7
2209,442,52
2210,442,54
2211,443,54
2212,443,94
2213,443,9
2214,443,49
2215,443,96
2216,444,10
2217,444,51
2218,444,53
2219,444,93
2220,444,9
2221,445,10
2222,445,95
2223,445,93
2224,445,12
2225,445,7
2226,446,9
2227,446,91
2228,446,51
2229,446,49
2230,446,53
2231,447,9
2232,447,8
2233,447,7
2234,447,11
2235,447,53
2236,448,96
2237,448,93
2238,448,91
2239,448,7
2240,448,9
2241,449,50
2242,449,52
2243,449,9
2244,449,94
2245,449,95
2246,450,93
2247,450,12
2248,450,11
2249,450,8
2250,450,7
2251,451,11
2252,451,54
2253,451,92
2254,451,7
2255,451,50
2256,452,11
2257,452,12
2258,452,9
2259,452,7
2260,452,91
2261,453,12
2262,453,95
2263,453,54
2264,453,51
2265,453,10
2266,454,95
2267,454,7
2268,454,49
2269,454,50
2270,454,54
2271,455,96
2272,455,8
2273,455,51
2274,455,54
2275,455,93
2276,456,52
2277,456,7
2278,456,96
2279,456,93
2280,456,12
2281,457,9
2282,457,10
2283,457,53
2284,457,93
2285,457,51
2286,458,51
2287,458,52
2288,458,92
2289,458,7
2290,458,50
2291,459,9
2292,459,51
2293,459,92
2294,459,93
2295,459,96
2296,460,96
2297,460,50
2298,460,51
2299,460,8
2300,460,52
2301,461,7
2302,461,92
2303,461,8
2304,461,91
2305,461,54
2306,462,91
2307,462,95
2308,462,51
2309,462,49
2310,462,93
2311,463,51
2312,463,7
2313,463,54
2314,463,10
2315,463,94
2316,464,11
2317,464,92
2318,464,12
2319,464,50
2320,464,54
2321,465,95
2322,465,8
2323,465,96
2324,465,93
2325,465,50
2326,466,95
2327,466,12
2328,466,93
2329,466,94
2330,466,96
2331,467,9
2332,467,91
2333,467,51
2334,467,54
2335,467,10
2336,468,96
2337,468,94
2338,468,52
2339,468,93
2340,468,95
2341,469,54
2342,469,93
2343,469,49
2344,469,9
2345,469,91
2346,470,50
2347,470,52
2348,470,7
2349,470,95
2350,470,12
2351,471,53
2352,471,94
2353,471,96
2354,471,51
2355,471,52
2356,472,95
2357,472,96
2358,472,54
2359,472,53
2360,472,52
2361,473,93
2362,473,92
2363,473,96
2364,473,7
2365,473,95
2366,474,96
2367,474,94
2368,474,54
2369,474,11
2370,474,49
2371,475,94
2372,475,51
2373,475,8
2374,475,49
2375,475,52
2376,476,52
2377,476,9
2378,476,53
2379,476,8
2380,476,10
2381,477,50
2382,477,10
2383,477,51
2384,477,53
2385,477,91
2386,478,7
2387,478,12
2388,478,96
2389,478,11
2390,478,51
2391,479,53
2392,479,51
2393,479,7
2394,479,10
2395,479,12
2396,480,49
2397,480,91
2398,480,9
2399,480,95
2400,480,11
2401,481,53
2402,481,94
2403,481,7
2404,481,51
2405,481,9
2406,482,51
2407,482,7
2408,482,9
2409,482,91
2410,482,96
2411,483,92
2412,483,93
2413,483,51
2414,483,10
2415,483,12
2416,484,50
2417,484,93
2418,484,7
2419,484,95
2420,484,92
2421,485,49
2422,485,10
2423,485,51
2424,485,94
2425,485,50
2426,486,11
2427,486,9
2428,486,7
2429,486,53
2430,486,52
2431,487,54
2432,487,8
2433,487,93
2434,487,52
2435,487,91
2436,488,49
2437,488,51
2438,488,96
2439,488,10
2440,488,11
2441,489,52
2442,489,94
2443,489,95
2444,489,9
2445,489,11
2446,490,11
2447,490,10
2448,490,92
2449,490,54
2450,490,8
2451,491,11
2452,491,7
2453,491,53
2454,491,91
2455,491,94
2456,492,7
2457,492,49
2458,492,8
2459,492,91
2460,492,9
2461,493,94
2462,493,51
2463,493,49
2464,493,54
2465,493,53
2466,494,96
2467,494,95
2468,494,51
2469,494,7
2470,494,9
2471,495,54
2472,495,49
2473,495,50
2474,495,7
2475,495,10
2476,496,51
2477,496,12
2478,496,10
2479,496,9
2480,496,93
2481,497,12
2482,497,92
2483,497,93
2484,497,11
2485,497,94
2486,498,54
2487,498,10
2488,498,95
2489,498,50
2490,498,94
2491,499,50
2492,499,96
2493,499,49
2494,499,12
2495,499,9
2496,500,54
2497,500,12
2498,500,95
2499,500,51
2500,500,7
2501,501,52
2502,501,96
2503,501,9
2504,501,91
2505,501,95
2506,502,93
2507,502,53
2508,502,96
2509,502,52
2510,502,50
2511,503,95
2512,503,11
2513,503,9
2514,503,10
2515,503,49
2516,504,9
2517,504,10
2518,504,94
2519,504,91
2520,504,49
2521,505,11
2522,505,54
2523,505,12
2524,505,49
2525,505,9
2526,506,92
2527,506,95
2528,506,54
2529,506,50
2530,506,9
2531,507,11
2532,507,49
2533,507,50
2534,507,12
2535,507,8
2536,508,52
2537,508,12
2538,508,50
2539,508,54
2540,508,91
2541,509,7
2542,509,94
2543,509,12
2544,509,91
2545,509,92
2546,510,54
2547,510,53
2548,510,96
2549,510,12
2550,510,7
2551,511,7
2552,511,51
2553,511,11
2554,511,49
2555,511,95
2556,512,93
2557,512,91
2558,512,96
2559,512,7
2560,512,10
2561,513,54
2562,513,53
2563,513,92
2564,513,95
2565,513,11
2566,514,95
2567,514,51
2568,514,10
2569,514,94
2570,514,52
2571,515,8
2572,515,49
2573,515,92
2574,515,12
2575,515,52
2576,516,54
2577,516,95
2578,516,96
2579,516,52
2580,516,12
2581,517,10
2582,517,96
2583,517,50
2584,517,52
2585,517,7
2586,518,10
2587,518,94
2588,518,91
2589,518,49
2590,518,54
2591,519,11
2592,519,51
2593,519,49
2594,519,10
2595,519,93
2596,520,7
2597,520,91
2598,520,49
2599,520,52
2600,520,12
2601,521,50
2602,521,54
2603,521,12
2604,521,53
2605,521,49
2606,522,92
2607,522,49
2608,522,8
2609,522,54
2610,522,12
2611,523,91
2612,523,50
2613,523,12
2614,523,7
2615,523,96
2616,524,93
2617,524,95
2618,524,11
2619,524,50
2620,524,7
2621,525,12
2622,525,50
2623,525,51
2624,525,91
2625,525,11
2626,526,94
2627,526,54
2628,526,11
2629,526,92
2630,526,7
2631,527,51
2632,527,50
2633,527,10
2634,527,96
2635,527,54
2636,528,96
2637,528,7
2638,528,51
2639,528,49
2640,528,11
2641,529,92
2642,529,94
2643,529,91
2644,529,9
2645,529,12
2646,530,92
2647,530,95
2648,530,53
2649,530,51
2650,530,7
2651,531,12
2652,531,92
2653,531,93
2654,531,49
2655,531,11
2656,532,7
2657,532,93
2658,532,12
2659,532,92
2660,532,96
2661,533,50
2662,533,95
2663,533,49
2664,533,96
2665,533,52
2666,534,11
2667,534,96
2668,534,49
2669,534,92
2670,534,10
2671,535,92
2672,535,12
2673,535,7
2674,535,95
2675,535,94
2676,536,12
2677,536,7
2678,536,54
2679,536,50
2680,536,11
2681,537,49
2682,537,96
2683,537,10
2684,537,91
2685,537,8
2686,538,51
2687,538,10
2688,538,92
2689,538,50
2690,538,53
2691,539,49
2692,539,12
2693,539,92
2694,539,7
2695,539,51
2696,540,8
2697,540,95
2698,540,92
2699,540,54
2700,540,7
2701,541,93
2702,541,8
2703,541,51
2704,541,10
2705,541,53
2706,542,12
2707,542,54
2708,542,49
2709,542,96
2710,542,10
2711,543,50
2712,543,52
2713,543,10
2714,543,8
2715,543,53
2716,544,9
2717,544,50
2718,544,49
2719,544,95
2720,544,91
2721,545,49
2722,545,95
2723,545,96
2724,545,12
2725,545,93
2726,546,91
2727,546,53
2728,546,51
2729,546,54
2730,546,95
2731,547,95
2732,547,54
2733,547,94
2734,547,93
2735,547,92
2736,548,91
2737,548,52
2738,548,49
2739,548,10
2740,548,7
2741,549,94
2742,549,96
2743,549,50
2744,549,51
2745,549,49
2746,550,9
2747,550,8
2748,550,94
2749,550,50
2750,550,11
2751,551,91
2752,551,50
2753,551,92
2754,551,94
2755,551,53
2756,552,50
2757,552,93
2758,552,95
2759,552,96
2760,552,51
2761,553,11
2762,553,8
2763,553,12
2764,553,92
2765,553,49
2766,554,10
2767,554,7
2768,554,51
2769,554,49
2770,554,91
2771,555,92
2772,555,50
2773,555,7
2774,555,94
2775,555,9
2776,556,93
2777,556,96
2778,556,8
2779,556,50
2780,556,91
2781,557,8
2782,557,12
2783,557,53
2784,557,96
2785,557,51
2786,558,50
2787,558,7
2788,558,53
2789,558,49
2790,558,12
2791,559,91
2792,559,8
2793,559,51
2794,559,49
2795,559,9
2796,560,8
2797,560,50
2798,560,96
2799,560,51
2800,560,95
2801,561,96
2802,561,50
2803,561,93
2804,561,7
2805,561,51
2806,562,9
2807,562,96
2808,562,50
2809,562,51
2810,562,54
2811,563,91
2812,563,9
2813,563,54
2814,563,52
2815,563,51
2816,564,93
2817,564,12
2818,564,7
2819,564,49
2820,564,52
2821,565,12
2822,565,91
2823,565,11
2824,565,7
2825,565,9
2826,566,8
2827,566,12
2828,566,93
2829,566,94
2830,566,49
2831,567,96
2832,567,10
2833,567,8
2834,567,11
2835,567,7
2836,568,96
2837,568,51
2838,568,92
2839,568,7
2840,568,8
2841,569,12
2842,569,93
2843,569,52
2844,569,49
2845,569,54
2846,570,8
2847,570,92
2848,570,50
2849,570,91
2850,570,96
2851,571,94
2852,571,9
2853,571,52
2854,571,10
2855,571,53
2856,572,7
2857,572,92
2858,572,53
2859,572,8
2860,572,91
2861,573,59
2862,573,18
2863,573,97
2864,573,57
2865,573,55
2866,574,99
2867,574,60
2868,574,56
2869,574,58
2870,574,55
2871,575,56
2872,575,18
2873,575,59
2874,575,16
2875,575,58
2876,576,98
2877,576,57
2878,576,56
2879,576,60
2880,576,16
2881,577,98
2882,577,15
2883,577,56
2884,577,13
2885,577,57
2886,578,56
2887,578,18
2888,578,17
2889,578,97
2890,578,99
2891,579,18
2892,579,13
2893,579,60
2894,579,100
2895,579,55
2896,580,55
2897,580,99
2898,580,18
2899,580,100
2900,580,13
2901,581,60
2902,581,18
2903,581,57
2904,581,97
2905,581,16
2906,582,98
2907,582,97
2908,582,57
2909,582,16
2910,582,56
2911,583,15
2912,583,98
2913,583,17
2914,583,60
2915,583,57
2916,584,59
2917,584,98
2918,584,58
2919,584,99
2920,584,16
2921,585,58
2922,585,97
2923,585,59
2924,585,15
2925,585,100
2926,586,56
2927,586,18
2928,586,17
2929,586,14
2930,586,58
2931,587,15
2932,587,100
2933,587,97
2934,587,58
2935,587,98
2936,588,97
2937,588,99
2938,588,17
2939,588,57
2940,588,14
2941,589,17
2942,589,99
2943,589,15
2944,589,58
2945,589,13
2946,590,59
2947,590,60
2948,590,98
2949,590,15
2950,590,55
2951,591,59
2952,591,57
2953,591,18
2954,591,15
2955,591,55
2956,592,97
2957,592,15
2958,592,16
2959,592,99
2960,592,56
2961,593,15
2962,593,16
2963,593,55
2964,593,98
2965,593,99
2966,594,56
2967,594,59
2968,594,100
2969,594,60
2970,594,16
2971,595,16
2972,595,57
2973,595,59
2974,595,60
2975,595,13
2976,596,57
2977,596,99
2978,596,18
2979,596,59
2980,596,55
2981,597,17
2982,597,18
2983,597,16
2984,597,15
2985,597,59
2986,598,15
2987,598,58
2988,598,13
2989,598,98
2990,598,17
2991,599,99
2992,599,15
2993,599,14
2994,599,55
2995,599,58
2996,600,59
2997,600,17
2998,600,56
2999,600,13
3000,600,15
3001,601,58
3002,601,100
3003,601,57
3004,601,99
3005,601,13
3006,602,15
3007,602,59
3008,602,100
3009,602,14
3010,602,13
3011,603,97
3012,603,55
3013,603,18
3014,603,17
3015,603,57
3016,604,16
3017,604,97
3018,604,100
3019,604,98
3020,604,56
3021,605,55
3022,605,14
3023,605,58
3024,605,97
3025,605,13
3026,606,59
3027,606,15
3028,606,57
3029,606,16
3030,606,58
3031,607,14
3032,607,18
3033,607,97
3034,607,15
3035,607,13
3036,608,55
3037,608,59
3038,608,17
3039,608,15
3040,608,100
3041,609,13
3042,609,16
3043,609,97
3044,609,100
3045,609,57
3046,610,60
3047,610,97
3048,610,100
3049,610,99
3050,610,55
3051,611,59
3052,611,14
3053,611,60
3054,611,16
3055,611,13
3056,612,56
3057,612,60
3058,612,14
3059,612,100
3060,612,57
3061,613,60
3062,613,59
3063,613,56
3064,613,98
3065,613,15
3066,614,15
3067,614,98
3068,614,57
3069,614,60
3070,614,58
3071,615,58
3072,615,13
3073,615,15
3074,615,17
3075,615,55
3076,616,98
3077,616,15
3078,616,59
3079,616,56
3080,616,18
3081,617,13
3082,617,16
3083,617,15
3084,617,58
3085,617,60
3086,618,56
3087,618,55
3088,618,17
3089,618,15
3090,618,97
3091,619,56
3092,619,60
3093,619,57
3094,619,15
3095,619,14
3096,620,97
3097,620,55
3098,620,59
3099,620,14
3100,620,15
3101,621,55
3102,621,16
3103,621,57
3104,621,100
3105,621,99
3106,622,97
3107,622,55
3108,622,99
3109,622,56
3110,622,14
3111,623,16
3112,623,56
3113,623,99
3114,623,98
3115,623,18
3116,624,13
3117,624,15
3118,624,60
3119,624,100
3120,624,57
3121,625,59
3122,625,58
3123,625,13
3124,625,55
3125,625,18
3126,626,97
3127,626,59
3128,626,18
3129,626,60
3130,626,100
3131,627,100
3132,627,56
3133,627,18
3134,627,15
3135,627,99
3136,628,17
3137,628,18
3138,628,56
3139,628,57
3140,628,14
3141,629,55
3142,629,99
3143,629,13
3144,629,18
3145,629,56
3146,630,16
3147,630,18
3148,630,98
3149,630,56
3150,630,60
3151,631,100
3152,631,16
3153,631,18
3154,631,57
3155,631,15
3156,632,58
3157,632,14
3158,632,98
3159,632,13
3160,632,100
3161,633,15
3162,633,98
3163,633,58
3164,633,16
3165,633,17
3166,634,16
3167,634,18
3168,634,55
3169,634,13
3170,634,57
3171,635,59
3172,635,99
3173,635,57
3174,635,16
3175,635,60
3176,636,57
3177,636,55
3178,636,97
3179,636,100
3180,636,14
3181,637,18
3182,637,16
3183,637,56
3184,637,60
3185,637,55
3186,638,58
3187,638,18
3188,638,17
3189,638,14
3190,638,60
3191,639,60
3192,639,98
3193,639,97
3194,639,100
3195,639,17
3196,640,16
3197,640,18
3198,640,13
3199,640,100
3200,640,58
3201,641,59
3202,641,14
3203,641,57
3204,641,58
3205,641,18
3206,642,15
3207,642,100
3208,642,55
3209,642,14
3210,642,17
3211,643,18
3212,643,56
3213,643,13
3214,643,100
3215,643,59
3216,644,97
3217,644,18
3218,644,16
3219,644,13
3220,644,60
3221,645,99
3222,645,55
3223,645,15
3224,645,18
3225,645,56
3226,646,100
3227,646,55
3228,646,97
3229,646,17
3230,646,13
3231,647,59
3232,647,15
3233,647,56
3234,647,58
3235,647,98
3236,648,15
3237,648,58
3238,648,99
3239,648,16
3240,648,57
3241,649,17
3242,649,100
3243,649,14
3244,649,13
3245,649,15
3246,650,100
3247,650,16
3248,650,59
3249,650,13
3250,650,60
3251,651,57
3252,651,14
3253,651,55
3254,651,99
3255,651,15
3256,652,97
3257,652,18
3258,652,14
3259,652,100
3260,652,98
3261,653,58
3262,653,15
3263,653,100
3264,653,56
3265,653,16
3266,654,60
3267,654,15
3268,654,99
3269,654,100
3270,654,55
3271,655,59
3272,655,17
3273,655,18
3274,655,13
3275,655,60
3276,656,17
3277,656,98
3278,656,99
3279,656,58
3280,656,100
3281,657,17
3282,657,15
3283,657,97
3284,657,58
3285,657,98
3286,658,55
3287,658,100
3288,658,17
3289,658,99
3290,658,16
3291,659,59
3292,659,15
3293,659,100
3294,659,58
3295,659,97
3296,660,56
3297,660,16
3298,660,18
3299,660,57
3300,660,13
3301,661,15
3302,661,97
3303,661,100
3304,661,14
3305,661,13
3306,662,15
3307,662,98
3308,662,57
3309,662,16
3310,662,97
3311,663,98
3312,663,56
3313,663,14
3314,663,99
3315,663,18
3316,664,98
3317,664,99
3318,664,97
3319,664,15
3320,664,13
3321,665,15
3322,665,13
3323,665,17
3324,665,56
3325,665,16
3326,666,58
3327,666,97
3328,666,60
3329,666,55
3330,666,14
3331,667,99
3332,667,97
3333,667,16
3334,667,57
3335,667,59
3336,668,60
3337,668,17
3338,668,97
3339,668,18
3340,668,100
3341,669,98
3342,669,13
3343,669,15
3344,669,16
3345,669,100
3346,670,16
3347,670,18
3348,670,14
3349,670,100
3350,670,59
3351,671,15
3352,671,13
3353,671,14
3354,671,55
3355,671,99
3356,672,98
3357,672,56
3358,672,15
3359,672,100
3360,672,55
3361,673,13
3362,673,14
3363,673,97
3364,673,16
3365,673,15
3366,674,60
3367,674,15
3368,674,13
3369,674,99
3370,674,98
3371,675,16
3372,675,17
3373,675,99
3374,675,14
3375,675,56
3376,676,97
3377,676,99
3378,676,17
3379,676,13
3380,676,100
3381,677,14
3382,677,16
3383,677,99
3384,677,55
3385,677,59
3386,678,60
3387,678,99
3388,678,16
3389,678,17
3390,678,98
3391,679,57
3392,679,15
3393,679,17
3394,679,58
3395,679,100
3396,680,98
3397,680,59
3398,680,18
3399,680,17
3400,680,100
3401,681,99
3402,681,17
3403,681,16
3404,681,14
3405,681,57
3406,682,13
3407,682,99
3408,682,55
3409,682,17
3410,682,100
3411,683,16
3412,683,98
3413,683,100
3414,683,13
3415,683,59
3416,684,56
3417,684,100
3418,684,58
3419,684,97
3420,684,55
3421,685,57
3422,685,17
3423,685,98
3424,685,56
3425,685,15
3426,686,14
3427,686,100
3428,686,13
3429,686,15
3430,686,60
3431,687,60
3432,687,13
3433,687,56
3434,687,18
3435,687,15
3436,688,99
3437,688,59
3438,688,55
3439,688,18
3440,688,98
3441,689,99
3442,689,18
3443,689,57
3444,689,56
3445,689,55
3446,690,98
3447,690,60
3448,690,18
3449,690,56
3450,690,99
3451,691,15
3452,691,100
3453,691,16
3454,691,17
3455,691,59
3456,692,56
3457,692,16
3458,692,15
3459,692,99
3460,692,100
3461,693,15
3462,693,59
3463,693,56
3464,693,58
3465,693,18
3466,694,58
3467,694,14
3468,694,18
3469,694,97
3470,694,15
3471,695,13
3472,695,60
3473,695,56
3474,695,58
3475,695,99
3476,696,56
3477,696,13
3478,696,100
3479,696,14
3480,696,58
3481,697,58
3482,697,60
3483,697,98
3484,697,97
3485,697,57
3486,698,13
3487,698,59
3488,698,98
3489,698,100
3490,698,16
3491,699,13
3492,699,99
3493,699,17
3494,699,98
3495,699,60
3496,700,60
3497,700,98
3498,700,59
3499,700,57
3500,700,58
3501,701,13
3502,701,100
3503,701,56
3504,701,16
3505,701,18
3506,702,55
3507,702,58
3508,702,60
3509,702,97
3510,702,18
3511,703,58
3512,703,60
3513,703,15
3514,703,59
3515,703,13
3516,704,55
3517,704,59
3518,704,15
3519,704,16
3520,704,14
3521,705,16
3522,705,18
3523,705,98
3524,705,99
3525,705,57
3526,706,18
3527,706,17
3528,706,15
3529,706,58
3530,706,56
3531,707,14
3532,707,15
3533,707,18
3534,707,56
3535,707,59
3536,708,56
3537,708,17
3538,708,55
3539,708,99
3540,708,15
3541,709,13
3542,709,97
3543,709,99
3544,709,59
3545,709,16
3546,710,56
3547,710,100
3548,710,60
3549,710,15
3550,710,59
3551,711,16
3552,711,17
3553,711,18
3554,711,56
3555,711,57
3556,712,59
3557,712,15
3558,712,100
3559,712,58
3560,712,99
3561,713,100
3562,713,59
3563,713,17
3564,713,13
3565,713,55
3566,714,59
3567,714,14
3568,714,13
3569,714,17
3570,714,57
3571,715,57
3572,715,16
3573,715,98
3574,715,60
3575,715,15
3576,716,57
3577,716,13
3578,716,99
3579,716,100
3580,716,15
3581,717,99
3582,717,18
3583,717,16
3584,717,100
3585,717,57
3586,718,16
3587,718,100
3588,718,56
3589,718,14
3590,718,18
3591,719,97
3592,719,17
3593,719,59
3594,719,98
3595,719,16
3596,720,100
3597,720,60
3598,720,13
3599,720,16
3600,720,59
3601,721,14
3602,721,15
3603,721,56
3604,721,17
3605,721,58
3606,722,58
3607,722,56
3608,722,99
3609,722,98
3610,722,16
3611,723,55
3612,723,15
3613,723,13
3614,723,18
3615,723,57
3616,724,98
3617,724,15
3618,724,100
3619,724,59
3620,724,16
3621,725,55
3622,725,100
3623,725,58
3624,725,60
3625,725,56
3626,726,18
3627,726,57
3628,726,56
3629,726,98
3630,726,17
3631,727,17
3632,727,57
3633,727,55
3634,727,15
3635,727,56
3636,728,13
3637,728,14
3638,728,57
3639,728,56
3640,728,98
3641,729,59
3642,729,13
3643,729,97
3644,729,57
3645,729,60
3646,730,57
3647,730,18
3648,730,56
3649,730,98
3650,730,60
3651,731,15
3652,731,18
3653,731,98
3654,731,99
3655,731,14
3656,732,97
3657,732,16
3658,732,55
3659,732,56
3660,732,57
3661,733,16
3662,733,14
3663,733,60
3664,733,55
3665,733,99
3666,734,99
3667,734,98
3668,734,55
3669,734,59
3670,734,57
3671,735,15
3672,735,97
3673,735,14
3674,735,57
3675,735,18
3676,736,14
3677,736,97
3678,736,98
3679,736,57
3680,736,55
3681,737,56
3682,737,59
3683,737,99
3684,737,57
3685,737,58
3686,738,55
3687,738,57
3688,738,15
3689,738,60
3690,738,13
3691,739,13
3692,739,60
3693,739,15
3694,739,59
3695,739,55
3696,740,16
3697,740,57
3698,740,15
3699,740,14
3700,740,18
3701,741,56
3702,741,59
3703,741,55
3704,741,16
3705,741,13
3706,742,58
3707,742,13
3708,742,17
3709,742,97
3710,742,55
3711,743,16
3712,743,97
3713,743,17
3714,743,55
3715,743,60
3716,744,57
3717,744,16
3718,744,18
3719,744,97
3720,744,13
3721,745,56
3722,745,99
3723,745,18
3724,745,98
3725,745,57
3726,746,17
3727,746,15
3728,746,100
3729,746,55
3730,746,60
3731,747,14
3732,747,100
3733,747,57
3734,747,59
3735,747,99
3736,748,59
3737,748,98
3738,748,100
3739,748,60
3740,748,58
3741,749,55
3742,749,98
3743,749,56
3744,749,13
3745,749,100
3746,750,16
3747,750,60
3748,750,97
3749,750,14
3750,750,17
3751,751,14
3752,751,100
3753,751,16
3754,751,57
3755,751,18
3756,752,56
3757,752,58
3758,752,57
3759,752,98
3760,752,55
3761,753,16
3762,753,97
3763,753,57
3764,753,13
3765,753,14
3766,754,16
3767,754,57
3768,754,15
3769,754,56
3770,754,14
3771,755,18
3772,755,15
3773,755,13
3774,755,16
3775,755,14
3776,756,99
3777,756,58
3778,756,59
3779,756,13
3780,756,14
3781,757,58
3782,757,14
3783,757,13
3784,757,100
3785,757,99
3786,758,16
3787,758,100
3788,758,13
3789,758,55
3790,758,18
3791,759,18
3792,759,55
3793,759,16
3794,759,100
3795,759,17
3796,760,13
3797,760,100
3798,760,55
3799,760,59
3800,760,98
3801,761,100
3802,761,97
3803,761,17
3804,761,14
3805,761,57
3806,762,99
3807,762,18
3808,762,57
3809,762,15
3810,762,58
3811,763,13
3812,763,15
3813,763,59
3814,763,97
3815,763,18
3816,764,13
3817,764,17
3818,764,16
3819,764,58
3820,764,60
3821,765,16
3822,765,59
3823,765,15
3824,765,17
3825,765,56
3826,766,99
3827,766,55
3828,766,60
3829,766,13
3830,766,56
3831,767,14
3832,767,55
3833,767,18
3834,767,100
3835,767,59
3836,768,16
3837,768,100
3838,768,57
3839,768,13
3840,768,98
3841,769,13
3842,769,18
3843,769,59
3844,769,15
3845,769,16
3846,770,58
3847,770,14
3848,770,15
3849,770,99
3850,770,97
3851,771,16
3852,771,14
3853,771,17
3854,771,99
3855,771,57
3856,772,13
3857,772,98
3858,772,14
3859,772,99
3860,772,60
3861,773,13
3862,773,55
3863,773,17
3864,773,99
3865,773,98
3866,774,18
3867,774,56
3868,774,58
3869,774,98
3870,774,100
3871,775,18
3872,775,98
3873,775,97
3874,775,15
3875,775,59
3876,776,18
3877,776,99
3878,776,100
3879,776,17
3880,776,14
3881,777,58
3882,777,97
3883,777,98
3884,777,15
3885,777,99
3886,778,13
3887,778,57
3888,778,59
3889,778,15
3890,778,17
3891,779,60
3892,779,59
3893,779,15
3894,779,16
3895,779,18
3896,780,17
3897,780,18
3898,780,60
3899,780,59
3900,780,98
3901,781,14
3902,781,17
3903,781,16
3904,781,18
3905,781,60
3906,782,18
3907,782,14
3908,782,15
3909,782,55
3910,782,13
3911,783,59
3912,783,55
3913,783,16
3914,783,15
3915,783,17
3916,784,16
3917,784,13
3918,784,17
3919,784,58
3920,784,59
3921,785,14
3922,785,57
3923,785,15
3924,785,18
3925,785,60
3926,786,57
3927,786,99
3928,786,59
3929,786,100
3930,786,98
3931,787,100
3932,787,98
3933,787,99
3934,787,18
3935,787,60
3936,788,97
3937,788,16
3938,788,58
3939,788,14
3940,788,59
3941,789,16
3942,789,58
3943,789,57
3944,789,55
3945,789,15
3946,790,17
3947,790,57
3948,790,100
3949,790,14
3950,790,60
3951,791,15
3952,791,97
3953,791,58
3954,791,17
3955,791,59
3956,792,58
3957,792,99
3958,792,60
3959,792,14
3960,792,56
3961,793,18
3962,793,57
3963,793,58
3964,793,17
3965,793,55
3966,794,16
3967,794,56
3968,794,58
3969,794,18
3970,794,14
3971,795,57
3972,795,60
3973,795,15
3974,795,97
3975,795,17
3976,796,13
3977,796,58
3978,796,55
3979,796,56
3980,796,16
3981,797,55
3982,797,14
3983,797,58
3984,797,57
3985,797,59
3986,798,56
3987,798,16
3988,798,99
3989,798,13
3990,798,18
3991,799,13
3992,799,55
3993,799,59
3994,799,99
3995,799,15
3996,800,15
3997,800,97
3998,800,58
3999,800,57
4000,800,60
4001,801,98
4002,801,55
4003,801,14
4004,801,59
4005,801,97
4006,802,17
4007,802,16
4008,802,15
4009,802,56
4010,802,18
4011,803,58
4012,803,17
4013,803,55
4014,803,97
4015,803,99
4016,804,58
4017,804,57
4018,804,17
4019,804,18
4020,804,99
4021,805,58
4022,805,99
4023,805,56
4024,805,59
4025,805,100
4026,806,16
4027,806,60
4028,806,58
4029,806,59
4030,806,98
4031,807,55
4032,807,56
4033,807,97
4034,807,60
4035,807,18
4036,808,17
4037,808,18
4038,808,98
4039,808,97
4040,808,58
4041,809,17
4042,809,55
4043,809,16
4044,809,15
4045,809,56
4046,810,57
4047,810,55
4048,810,59
4049,810,14
4050,810,15
4051,811,15
4052,811,99
4053,811,13
4054,811,18
4055,811,57
4056,812,99
4057,812,57
4058,812,55
4059,812,14
4060,812,13
4061,813,100
4062,813,56
4063,813,18
4064,813,97
4065,813,58
4066,814,59
4067,814,16
4068,814,98
4069,814,99
4070,814,17
4071,815,13
4072,815,99
4073,815,15
4074,815,55
4075,815,18
4076,816,99
4077,816,55
4078,816,57
4079,816,15
4080,816,14
4081,817,56
4082,817,15
4083,817,13
4084,817,59
4085,817,18
4086,818,13
4087,818,97
4088,818,16
4089,818,15
4090,818,60
4091,819,100
4092,819,16
4093,819,57
4094,819,98
4095,819,14
4096,820,13
4097,820,97
4098,820,56
4099,820,59
4100,820,55
4101,821,16
4102,821,58
4103,821,14
4104,821,98
4105,821,15
4106,822,13
4107,822,16
4108,822,99
4109,822,58
4110,822,18
4111,823,13
4112,823,17
4113,823,59
4114,823,97
4115,823,56
4116,824,97
4117,824,13
4118,824,58
4119,824,14
4120,824,98
4121,825,13
4122,825,99
4123,825,15
4124,825,17
4125,825,58
4126,826,16
4127,826,99
4128,826,100
4129,826,15
4130,826,13
4131,827,100
4132,827,99
4133,827,56
4134,827,57
