id_frequencia,id_matricula,data_aula,status_presenca
5650,5117,2025-10-08,Presente
5651,6262,2025-11-05,Presente
5652,6262,2025-10-29,Presente
5653,6262,2025-10-22,Presente
5654,6262,2025-10-15,Presente
5655,6262,2025-10-08,Presente
5656,3950,2025-11-05,Presente
5657,3950,2025-10-29,Ausente
5658,3950,2025-10-22,Presente
5659,3950,2025-10-15,Presente
5660,3950,2025-10-08,Presente
5661,4968,2025-11-05,Presente
5662,4968,2025-10-29,Ausente
5663,4968,2025-10-22,Presente
5664,4968,2025-10-15,Ausente
5665,4968,2025-10-08,Presente
5666,6678,2025-11-05,Ausente
5667,6678,2025-10-29,Ausente
5668,6678,2025-10-22,Presente
5669,6678,2025-10-15,Presente
5670,6678,2025-10-08,Presente
5671,7008,2025-11-05,Presente
5672,7008,2025-10-29,Presente
5673,7008,2025-10-22,Presente
5674,7008,2025-10-15,Presente
5675,7008,2025-10-08,Presente
5676,8387,2025-11-05,Presente
5677,8387,2025-10-29,Presente
5678,8387,2025-10-22,Presente
5679,8387,2025-10-15,Presente
5680,8387,2025-10-08,Presente
5681,6322,2025-11-05,Ausente
5682,6322,2025-10-29,Presente
5683,6322,2025-10-22,Presente
5684,6322,2025-10-15,Presente
5685,6322,2025-10-08,Presente
5686,7281,2025-11-05,Ausente
5687,7281,2025-10-29,Ausente
5688,7281,2025-10-22,Ausente
5689,7281,2025-10-15,Presente
5690,7281,2025-10-08,Presente
5691,6649,2025-11-05,Presente
5692,6649,2025-10-29,Presente
5693,6649,2025-10-22,Presente
5694,6649,2025-10-15,Presente
5695,6649,2025-10-08,Presente
5696,7944,2025-11-05,Presente
5697,7944,2025-10-29,Presente
5698,7944,2025-10-22,Presente
5699,7944,2025-10-15,Presente
5700,7944,2025-10-08,Presente
5701,5144,2025-11-05,Presente
5702,5144,2025-10-29,Presente
5703,5144,2025-10-22,Ausente
5704,5144,2025-10-15,Presente
5705,5144,2025-10-08,Presente
5706,1035,2025-11-05,Presente
5707,1035,2025-10-29,Ausente
5708,1035,2025-10-22,Presente
5709,1035,2025-10-15,Presente
5710,1035,2025-10-08,Presente
5711,2566,2025-11-05,Ausente
5712,2566,2025-10-29,Presente
5713,2566,2025-10-22,Presente
5714,2566,2025-10-15,Presente
5715,2566,2025-10-08,Presente
5716,1356,2025-11-05,Presente
5717,1356,2025-10-29,Presente
5718,1356,2025-10-22,Presente
5719,1356,2025-10-15,Ausente
5720,1356,2025-10-08,Presente
5721,3369,2025-11-05,Ausente
5722,3369,2025-10-29,Presente
5723,3369,2025-10-22,Presente
5724,3369,2025-10-15,Presente
5725,3369,2025-10-08,Presente
5726,3881,2025-11-05,Presente
5727,3881,2025-10-29,Presente
5728,3881,2025-10-22,Presente
5729,3881,2025-10-15,Presente
5730,3881,2025-10-08,Presente
5731,6565,2025-11-05,Ausente
5732,6565,2025-10-29,Ausente
5733,6565,2025-10-22,Ausente
5734,6565,2025-10-15,Ausente
5735,6565,2025-10-08,Presente
5736,2882,2025-11-05,Presente
5737,2882,2025-10-29,Presente
5738,2882,2025-10-22,Presente
5739,2882,2025-10-15,Presente
5740,2882,2025-10-08,Presente
5741,4843,2025-11-05,Ausente
5742,4843,2025-10-29,Presente
5743,4843,2025-10-22,Presente
5744,4843,2025-10-15,Presente
5745,4843,2025-10-08,Presente
5746,3601,2025-11-05,Presente
5747,3601,2025-10-29,Presente
5748,3601,2025-10-22,Presente
5749,3601,2025-10-15,Presente
5750,3601,2025-10-08,Presente
5751,1676,2025-11-05,Presente
5752,1676,2025-10-29,Ausente
5753,1676,2025-10-22,Presente
5754,1676,2025-10-15,Presente
5755,1676,2025-10-08,Presente
5756,6608,2025-11-05,Presente
5757,6608,2025-10-29,Presente
5758,6608,2025-10-22,Ausente
5759,6608,2025-10-15,Presente
5760,6608,2025-10-08,Presente
5761,2593,2025-11-05,Presente
5762,2593,2025-10-29,Presente
5763,2593,2025-10-22,Presente
5764,2593,2025-10-15,Presente
5765,2593,2025-10-08,Presente
5766,6166,2025-11-05,Ausente
5767,6166,2025-10-29,Presente
5768,6166,2025-10-22,Presente
5769,6166,2025-10-15,Presente
5770,6166,2025-10-08,Ausente
5771,5669,2025-11-05,Ausente
5772,5669,2025-10-29,Ausente
5773,5669,2025-10-22,Presente
5774,5669,2025-10-15,Ausente
5775,5669,2025-10-08,Presente
5776,7603,2025-11-05,Ausente
5777,7603,2025-10-29,Ausente
5778,7603,2025-10-22,Ausente
5779,7603,2025-10-15,Presente
5780,7603,2025-10-08,Presente
5781,6941,2025-11-05,Ausente
5782,6941,2025-10-29,Ausente
5783,6941,2025-10-22,Ausente
5784,6941,2025-10-15,Presente
5785,6941,2025-10-08,Presente
5786,7743,2025-11-05,Presente
5787,7743,2025-10-29,Presente
5788,7743,2025-10-22,Presente
5789,7743,2025-10-15,Presente
5790,7743,2025-10-08,Presente
5791,8441,2025-11-05,Ausente
5792,8441,2025-10-29,Ausente
5793,8441,2025-10-22,Presente
5794,8441,2025-10-15,Presente
5795,8441,2025-10-08,Presente
5796,9131,2025-11-05,Presente
5797,9131,2025-10-29,Presente
5798,9131,2025-10-22,Ausente
5799,9131,2025-10-15,Presente
5800,9131,2025-10-08,Presente
5801,4603,2025-11-05,Ausente
5802,4603,2025-10-29,Presente
5803,4603,2025-10-22,Presente
5804,4603,2025-10-15,Presente
5805,4603,2025-10-08,Ausente
5806,2530,2025-11-05,Presente
5807,2530,2025-10-29,Ausente
5808,2530,2025-10-22,Presente
5809,2530,2025-10-15,Presente
5810,2530,2025-10-08,Presente
5811,8098,2025-11-05,Presente
5812,8098,2025-10-29,Presente
5813,8098,2025-10-22,Presente
5814,8098,2025-10-15,Ausente
5815,8098,2025-10-08,Ausente
5816,4466,2025-11-05,Ausente
5817,4466,2025-10-29,Presente
5818,4466,2025-10-22,Presente
5819,4466,2025-10-15,Presente
5820,4466,2025-10-08,Ausente
5821,6414,2025-11-05,Presente
5822,6414,2025-10-29,Ausente
5823,6414,2025-10-22,Presente
5824,6414,2025-10-15,Presente
5825,6414,2025-10-08,Ausente
5826,6012,2025-11-05,Presente
5827,6012,2025-10-29,Ausente
5828,6012,2025-10-22,Ausente
5829,6012,2025-10-15,Ausente
5830,6012,2025-10-08,Presente
5831,5319,2025-11-05,Ausente
5832,5319,2025-10-29,Presente
5833,5319,2025-10-22,Ausente
5834,5319,2025-10-15,Presente
5835,5319,2025-10-08,Presente
5836,4608,2025-11-05,Presente
5837,4608,2025-10-29,Ausente
5838,4608,2025-10-22,Presente
5839,4608,2025-10-15,Presente
5840,4608,2025-10-08,Presente
5841,5354,2025-11-05,Ausente
5842,5354,2025-10-29,Ausente
5843,5354,2025-10-22,Presente
5844,5354,2025-10-15,Presente
5845,5354,2025-10-08,Ausente
5846,5017,2025-11-05,Presente
5847,5017,2025-10-29,Presente
5848,5017,2025-10-22,Presente
5849,5017,2025-10-15,Presente
5850,5017,2025-10-08,Presente
5851,4579,2025-11-05,Ausente
5852,4579,2025-10-29,Presente
5853,4579,2025-10-22,Presente
5854,4579,2025-10-15,Ausente
5855,4579,2025-10-08,Ausente
5856,3277,2025-11-05,Ausente
5857,3277,2025-10-29,Presente
5858,3277,2025-10-22,Presente
5859,3277,2025-10-15,Presente
5860,3277,2025-10-08,Presente
5861,6804,2025-11-05,Presente
5862,6804,2025-10-29,Ausente
5863,6804,2025-10-22,Presente
5864,6804,2025-10-15,Presente
5865,6804,2025-10-08,Presente
5866,6163,2025-11-05,Presente
5867,6163,2025-10-29,Presente
5868,6163,2025-10-22,Presente
5869,6163,2025-10-15,Presente
5870,6163,2025-10-08,Presente
5871,1890,2025-11-05,Ausente
5872,1890,2025-10-29,Presente
5873,1890,2025-10-22,Presente
5874,1890,2025-10-15,Presente
5875,1890,2025-10-08,Presente
5876,3562,2025-11-05,Presente
5877,3562,2025-10-29,Presente
5878,3562,2025-10-22,Presente
5879,3562,2025-10-15,Presente
5880,3562,2025-10-08,Presente
5881,1891,2025-11-05,Presente
5882,1891,2025-10-29,Presente
5883,1891,2025-10-22,Presente
5884,1891,2025-10-15,Presente
5885,1891,2025-10-08,Presente
5886,7357,2025-11-05,Presente
5887,7357,2025-10-29,Ausente
5888,7357,2025-10-22,Ausente
5889,7357,2025-10-15,Presente
5890,7357,2025-10-08,Presente
5891,6558,2025-11-05,Presente
5892,6558,2025-10-29,Ausente
5893,6558,2025-10-22,Presente
5894,6558,2025-10-15,Presente
5895,6558,2025-10-08,Presente
5896,4742,2025-11-05,Presente
5897,4742,2025-10-29,Ausente
5898,4742,2025-10-22,Presente
5899,4742,2025-10-15,Presente
5900,4742,2025-10-08,Presente
5901,5092,2025-11-05,Presente
5902,5092,2025-10-29,Presente
5903,5092,2025-10-22,Presente
5904,5092,2025-10-15,Presente
5905,5092,2025-10-08,Presente
5906,3194,2025-11-05,Presente
5907,3194,2025-10-29,Presente
5908,3194,2025-10-22,Presente
5909,3194,2025-10-15,Presente
5910,3194,2025-10-08,Presente
5911,1973,2025-11-05,Ausente
5912,1973,2025-10-29,Presente
5913,1973,2025-10-22,Presente
5914,1973,2025-10-15,Presente
5915,1973,2025-10-08,Presente
5916,575,2025-11-05,Ausente
5917,575,2025-10-29,Ausente
5918,575,2025-10-22,Presente
5919,575,2025-10-15,Presente
5920,575,2025-10-08,Presente
5921,9073,2025-11-05,Ausente
5922,9073,2025-10-29,Presente
5923,9073,2025-10-22,Ausente
5924,9073,2025-10-15,Ausente
5925,9073,2025-10-08,Presente
5926,4214,2025-11-05,Presente
5927,4214,2025-10-29,Presente
5928,4214,2025-10-22,Presente
5929,4214,2025-10-15,Ausente
5930,4214,2025-10-08,Ausente
5931,2,2025-11-05,Ausente
5932,2,2025-10-29,Ausente
5933,2,2025-10-22,Presente
5934,2,2025-10-15,Presente
5935,2,2025-10-08,Presente
5936,7464,2025-11-05,Ausente
5937,7464,2025-10-29,Presente
5938,7464,2025-10-22,Presente
5939,7464,2025-10-15,Presente
5940,7464,2025-10-08,Presente
5941,3807,2025-11-05,Presente
5942,3807,2025-10-29,Presente
5943,3807,2025-10-22,Ausente
5944,3807,2025-10-15,Presente
5945,3807,2025-10-08,Ausente
5946,1210,2025-11-05,Presente
5947,1210,2025-10-29,Presente
5948,1210,2025-10-22,Presente
5949,1210,2025-10-15,Presente
5950,1210,2025-10-08,Presente
5951,2375,2025-11-05,Presente
5952,2375,2025-10-29,Presente
5953,2375,2025-10-22,Presente
5954,2375,2025-10-15,Presente
5955,2375,2025-10-08,Presente
5956,4178,2025-11-05,Presente
5957,4178,2025-10-29,Presente
5958,4178,2025-10-22,Ausente
5959,4178,2025-10-15,Presente
5960,4178,2025-10-08,Presente
5961,3578,2025-11-05,Presente
5962,3578,2025-10-29,Presente
5963,3578,2025-10-22,Presente
5964,3578,2025-10-15,Ausente
5965,3578,2025-10-08,Ausente
5966,4565,2025-11-05,Presente
5967,4565,2025-10-29,Presente
5968,4565,2025-10-22,Presente
5969,4565,2025-10-15,Presente
5970,4565,2025-10-08,Presente
5971,3988,2025-11-05,Presente
5972,3988,2025-10-29,Ausente
5973,3988,2025-10-22,Ausente
5974,3988,2025-10-15,Presente
5975,3988,2025-10-08,Presente
5976,70,2025-11-05,Presente
5977,70,2025-10-29,Presente
5978,70,2025-10-22,Presente
5979,70,2025-10-15,Presente
5980,70,2025-10-08,Presente
5981,7006,2025-11-05,Presente
5982,7006,2025-10-29,Presente
5983,7006,2025-10-22,Presente
5984,7006,2025-10-15,Presente
5985,7006,2025-10-08,Presente
5986,3793,2025-11-05,Presente
5987,3793,2025-10-29,Presente
5988,3793,2025-10-22,Ausente
5989,3793,2025-10-15,Presente
5990,3793,2025-10-08,Presente
5991,7469,2025-11-05,Presente
5992,7469,2025-10-29,Presente
5993,7469,2025-10-22,Presente
5994,7469,2025-10-15,Presente
5995,7469,2025-10-08,Presente
5996,4353,2025-11-05,Presente
5997,4353,2025-10-29,Presente
5998,4353,2025-10-22,Presente
5999,4353,2025-10-15,Presente
6000,4353,2025-10-08,Presente
6001,6719,2025-11-05,Presente
6002,6719,2025-10-29,Presente
6003,6719,2025-10-22,Presente
6004,6719,2025-10-15,Presente
6005,6719,2025-10-08,Presente
6006,9774,2025-11-05,Presente
6007,9774,2025-10-29,Presente
6008,9774,2025-10-22,Presente
6009,9774,2025-10-15,Presente
6010,9774,2025-10-08,Presente
6011,1443,2025-11-05,Ausente
6012,1443,2025-10-29,Presente
6013,1443,2025-10-22,Presente
6014,1443,2025-10-15,Presente
6015,1443,2025-10-08,Presente
6016,9704,2025-11-05,Presente
6017,9704,2025-10-29,Presente
6018,9704,2025-10-22,Presente
6019,9704,2025-10-15,Presente
6020,9704,2025-10-08,Ausente
6021,2579,2025-11-05,Presente
6022,2579,2025-10-29,Presente
6023,2579,2025-10-22,Presente
6024,2579,2025-10-15,Presente
6025,2579,2025-10-08,Presente
6026,4045,2025-11-05,Presente
6027,4045,2025-10-29,Presente
6028,4045,2025-10-22,Presente
6029,4045,2025-10-15,Presente
6030,4045,2025-10-08,Presente
6031,1295,2025-11-05,Presente
6032,1295,2025-10-29,Ausente
6033,1295,2025-10-22,Presente
6034,1295,2025-10-15,Presente
6035,1295,2025-10-08,Presente
6036,2783,2025-11-05,Ausente
6037,2783,2025-10-29,Presente
6038,2783,2025-10-22,Presente
6039,2783,2025-10-15,Presente
6040,2783,2025-10-08,Presente
6041,4604,2025-11-05,Presente
6042,4604,2025-10-29,Presente
6043,4604,2025-10-22,Presente
6044,4604,2025-10-15,Presente
6045,4604,2025-10-08,Presente
6046,945,2025-11-05,Ausente
6047,945,2025-10-29,Ausente
6048,945,2025-10-22,Presente
6049,945,2025-10-15,Ausente
6050,945,2025-10-08,Ausente
6051,941,2025-11-05,Ausente
6052,941,2025-10-29,Presente
6053,941,2025-10-22,Presente
6054,941,2025-10-15,Presente
6055,941,2025-10-08,Presente
6056,1469,2025-11-05,Ausente
6057,1469,2025-10-29,Presente
6058,1469,2025-10-22,Presente
6059,1469,2025-10-15,Ausente
6060,1469,2025-10-08,Presente
6061,2260,2025-11-05,Presente
6062,2260,2025-10-29,Presente
6063,2260,2025-10-22,Ausente
6064,2260,2025-10-15,Presente
6065,2260,2025-10-08,Ausente
6066,610,2025-11-05,Ausente
6067,610,2025-10-29,Ausente
6068,610,2025-10-22,Ausente
6069,610,2025-10-15,Presente
6070,610,2025-10-08,Ausente
6071,1992,2025-11-05,Ausente
6072,1992,2025-10-29,Presente
6073,1992,2025-10-22,Presente
6074,1992,2025-10-15,Presente
6075,1992,2025-10-08,Ausente
6076,6438,2025-11-05,Presente
6077,6438,2025-10-29,Presente
6078,6438,2025-10-22,Presente
6079,6438,2025-10-15,Presente
6080,6438,2025-10-08,Presente
6081,6122,2025-11-05,Presente
6082,6122,2025-10-29,Presente
6083,6122,2025-10-22,Presente
6084,6122,2025-10-15,Presente
6085,6122,2025-10-08,Ausente
6086,3972,2025-11-05,Ausente
6087,3972,2025-10-29,Presente
6088,3972,2025-10-22,Presente
6089,3972,2025-10-15,Presente
6090,3972,2025-10-08,Ausente
6091,4280,2025-11-05,Presente
6092,4280,2025-10-29,Presente
6093,4280,2025-10-22,Presente
6094,4280,2025-10-15,Presente
6095,4280,2025-10-08,Presente
6096,313,2025-11-05,Presente
6097,313,2025-10-29,Ausente
6098,313,2025-10-22,Ausente
6099,313,2025-10-15,Presente
6100,313,2025-10-08,Presente
6101,4445,2025-11-05,Presente
6102,4445,2025-10-29,Presente
6103,4445,2025-10-22,Ausente
6104,4445,2025-10-15,Presente
6105,4445,2025-10-08,Presente
6106,6280,2025-11-05,Presente
6107,6280,2025-10-29,Presente
6108,6280,2025-10-22,Ausente
6109,6280,2025-10-15,Presente
6110,6280,2025-10-08,Presente
6111,8536,2025-11-05,Presente
6112,8536,2025-10-29,Ausente
6113,8536,2025-10-22,Presente
6114,8536,2025-10-15,Presente
6115,8536,2025-10-08,Ausente
6116,3419,2025-11-05,Ausente
6117,3419,2025-10-29,Presente
6118,3419,2025-10-22,Ausente
6119,3419,2025-10-15,Ausente
6120,3419,2025-10-08,Presente
6121,4990,2025-11-05,Presente
6122,4990,2025-10-29,Presente
6123,4990,2025-10-22,Presente
6124,4990,2025-10-15,Presente
6125,4990,2025-10-08,Presente
6126,1845,2025-11-05,Presente
6127,1845,2025-10-29,Presente
6128,1845,2025-10-22,Presente
6129,1845,2025-10-15,Presente
6130,1845,2025-10-08,Ausente
6131,9330,2025-11-05,Presente
6132,9330,2025-10-29,Ausente
6133,9330,2025-10-22,Presente
6134,9330,2025-10-15,Presente
6135,9330,2025-10-08,Presente
6136,1780,2025-11-05,Ausente
6137,1780,2025-10-29,Presente
6138,1780,2025-10-22,Presente
6139,1780,2025-10-15,Presente
6140,1780,2025-10-08,Presente
6141,6610,2025-11-05,Ausente
6142,6610,2025-10-29,Presente
6143,6610,2025-10-22,Ausente
6144,6610,2025-10-15,Presente
6145,6610,2025-10-08,Ausente
6146,7817,2025-11-05,Presente
6147,7817,2025-10-29,Ausente
6148,7817,2025-10-22,Ausente
6149,7817,2025-10-15,Presente
6150,7817,2025-10-08,Ausente
6151,3859,2025-11-05,Ausente
6152,3859,2025-10-29,Presente
6153,3859,2025-10-22,Ausente
6154,3859,2025-10-15,Presente
6155,3859,2025-10-08,Presente
6156,4909,2025-11-05,Presente
6157,4909,2025-10-29,Presente
6158,4909,2025-10-22,Ausente
6159,4909,2025-10-15,Presente
6160,4909,2025-10-08,Presente
6161,4881,2025-11-05,Presente
6162,4881,2025-10-29,Presente
6163,4881,2025-10-22,Presente
6164,4881,2025-10-15,Presente
6165,4881,2025-10-08,Ausente
6166,7527,2025-11-05,Presente
6167,7527,2025-10-29,Ausente
6168,7527,2025-10-22,Presente
6169,7527,2025-10-15,Presente
6170,7527,2025-10-08,Ausente
6171,1789,2025-11-05,Presente
6172,1789,2025-10-29,Ausente
6173,1789,2025-10-22,Presente
6174,1789,2025-10-15,Presente
6175,1789,2025-10-08,Presente
6176,5162,2025-11-05,Presente
6177,5162,2025-10-29,Ausente
6178,5162,2025-10-22,Ausente
6179,5162,2025-10-15,Presente
6180,5162,2025-10-08,Presente
6181,8480,2025-11-05,Presente
6182,8480,2025-10-29,Ausente
6183,8480,2025-10-22,Presente
6184,8480,2025-10-15,Ausente
6185,8480,2025-10-08,Presente
6186,5835,2025-11-05,Ausente
6187,5835,2025-10-29,Ausente
6188,5835,2025-10-22,Presente
6189,5835,2025-10-15,Presente
6190,5835,2025-10-08,Ausente
6191,891,2025-11-05,Presente
6192,891,2025-10-29,Presente
6193,891,2025-10-22,Presente
6194,891,2025-10-15,Presente
6195,891,2025-10-08,Ausente
6196,6864,2025-11-05,Presente
6197,6864,2025-10-29,Presente
6198,6864,2025-10-22,Presente
6199,6864,2025-10-15,Presente
6200,6864,2025-10-08,Presente
6201,8075,2025-11-05,Presente
6202,8075,2025-10-29,Presente
6203,8075,2025-10-22,Presente
6204,8075,2025-10-15,Ausente
6205,8075,2025-10-08,Presente
6206,5132,2025-11-05,Ausente
6207,5132,2025-10-29,Presente
6208,5132,2025-10-22,Presente
6209,5132,2025-10-15,Presente
6210,5132,2025-10-08,Presente
6211,9498,2025-11-05,Presente
6212,9498,2025-10-29,Presente
6213,9498,2025-10-22,Presente
6214,9498,2025-10-15,Ausente
6215,9498,2025-10-08,Presente
6216,319,2025-11-05,Presente
6217,319,2025-10-29,Presente
6218,319,2025-10-22,Presente
6219,319,2025-10-15,Ausente
6220,319,2025-10-08,Presente
6221,4174,2025-11-05,Presente
6222,4174,2025-10-29,Presente
6223,4174,2025-10-22,Presente
6224,4174,2025-10-15,Presente
6225,4174,2025-10-08,Presente
6226,9841,2025-11-05,Presente
6227,9841,2025-10-29,Ausente
6228,9841,2025-10-22,Presente
6229,9841,2025-10-15,Presente
6230,9841,2025-10-08,Ausente
6231,8675,2025-11-05,Presente
6232,8675,2025-10-29,Ausente
6233,8675,2025-10-22,Presente
6234,8675,2025-10-15,Presente
6235,8675,2025-10-08,Presente
6236,7219,2025-11-05,Presente
6237,7219,2025-10-29,Presente
6238,7219,2025-10-22,Presente
6239,7219,2025-10-15,Presente
6240,7219,2025-10-08,Presente
6241,7066,2025-11-05,Ausente
6242,7066,2025-10-29,Presente
6243,7066,2025-10-22,Presente
6244,7066,2025-10-15,Presente
6245,7066,2025-10-08,Presente
6246,9483,2025-11-05,Ausente
6247,9483,2025-10-29,Presente
6248,9483,2025-10-22,Presente
6249,9483,2025-10-15,Presente
6250,9483,2025-10-08,Presente
6251,5401,2025-11-05,Presente
6252,5401,2025-10-29,Presente
6253,5401,2025-10-22,Presente
6254,5401,2025-10-15,Presente
6255,5401,2025-10-08,Presente
6256,4311,2025-11-05,Ausente
6257,4311,2025-10-29,Presente
6258,4311,2025-10-22,Ausente
6259,4311,2025-10-15,Presente
6260,4311,2025-10-08,Ausente
6261,3774,2025-11-05,Ausente
6262,3774,2025-10-29,Presente
6263,3774,2025-10-22,Presente
6264,3774,2025-10-15,Ausente
6265,3774,2025-10-08,Presente
6266,8189,2025-11-05,Presente
6267,8189,2025-10-29,Ausente
6268,8189,2025-10-22,Presente
6269,8189,2025-10-15,Ausente
6270,8189,2025-10-08,Presente
6271,5645,2025-11-05,Presente
6272,5645,2025-10-29,Ausente
6273,5645,2025-10-22,Ausente
6274,5645,2025-10-15,Ausente
6275,5645,2025-10-08,Ausente
6276,2465,2025-11-05,Presente
6277,2465,2025-10-29,Presente
6278,2465,2025-10-22,Presente
6279,2465,2025-10-15,Presente
6280,2465,2025-10-08,Presente
6281,7185,2025-11-05,Presente
6282,7185,2025-10-29,Ausente
6283,7185,2025-10-22,Presente
6284,7185,2025-10-15,Ausente
6285,7185,2025-10-08,Ausente
6286,4057,2025-11-05,Presente
6287,4057,2025-10-29,Presente
6288,4057,2025-10-22,Presente
6289,4057,2025-10-15,Ausente
6290,4057,2025-10-08,Presente
6291,3693,2025-11-05,Presente
6292,3693,2025-10-29,Presente
6293,3693,2025-10-22,Presente
6294,3693,2025-10-15,Presente
6295,3693,2025-10-08,Presente
6296,6257,2025-11-05,Presente
6297,6257,2025-10-29,Presente
6298,6257,2025-10-22,Presente
6299,6257,2025-10-15,Presente
6300,6257,2025-10-08,Presente
6301,7366,2025-11-05,Ausente
6302,7366,2025-10-29,Presente
6303,7366,2025-10-22,Presente
6304,7366,2025-10-15,Presente
6305,7366,2025-10-08,Presente
6306,8793,2025-11-05,Ausente
6307,8793,2025-10-29,Presente
6308,8793,2025-10-22,Ausente
6309,8793,2025-10-15,Presente
6310,8793,2025-10-08,Presente
6311,7999,2025-11-05,Ausente
6312,7999,2025-10-29,Presente
6313,7999,2025-10-22,Ausente
6314,7999,2025-10-15,Presente
6315,7999,2025-10-08,Presente
6316,7558,2025-11-05,Presente
6317,7558,2025-10-29,Presente
6318,7558,2025-10-22,Presente
6319,7558,2025-10-15,Presente
6320,7558,2025-10-08,Presente
6321,9356,2025-11-05,Presente
6322,9356,2025-10-29,Presente
6323,9356,2025-10-22,Presente
6324,9356,2025-10-15,Presente
6325,9356,2025-10-08,Presente
6326,8708,2025-11-05,Ausente
6327,8708,2025-10-29,Presente
6328,8708,2025-10-22,Presente
6329,8708,2025-10-15,Presente
6330,8708,2025-10-08,Presente
6331,5649,2025-11-05,Presente
6332,5649,2025-10-29,Presente
6333,5649,2025-10-22,Ausente
6334,5649,2025-10-15,Ausente
6335,5649,2025-10-08,Presente
6336,2754,2025-11-05,Presente
6337,2754,2025-10-29,Presente
6338,2754,2025-10-22,Ausente
6339,2754,2025-10-15,Ausente
6340,2754,2025-10-08,Presente
6341,3857,2025-11-05,Presente
6342,3857,2025-10-29,Presente
6343,3857,2025-10-22,Ausente
6344,3857,2025-10-15,Presente
6345,3857,2025-10-08,Presente
6346,5503,2025-11-05,Presente
6347,5503,2025-10-29,Presente
6348,5503,2025-10-22,Presente
6349,5503,2025-10-15,Presente
6350,5503,2025-10-08,Presente
6351,1957,2025-11-05,Presente
6352,1957,2025-10-29,Ausente
6353,1957,2025-10-22,Presente
6354,1957,2025-10-15,Presente
6355,1957,2025-10-08,Ausente
6356,9279,2025-11-05,Presente
6357,9279,2025-10-29,Ausente
6358,9279,2025-10-22,Ausente
6359,9279,2025-10-15,Presente
6360,9279,2025-10-08,Presente
6361,6120,2025-11-05,Presente
6362,6120,2025-10-29,Presente
6363,6120,2025-10-22,Presente
6364,6120,2025-10-15,Presente
6365,6120,2025-10-08,Presente
6366,1741,2025-11-05,Presente
6367,1741,2025-10-29,Presente
6368,1741,2025-10-22,Presente
6369,1741,2025-10-15,Presente
6370,1741,2025-10-08,Presente
6371,4343,2025-11-05,Presente
6372,4343,2025-10-29,Presente
6373,4343,2025-10-22,Presente
6374,4343,2025-10-15,Ausente
6375,4343,2025-10-08,Presente
6376,1257,2025-11-05,Presente
6377,1257,2025-10-29,Ausente
6378,1257,2025-10-22,Ausente
6379,1257,2025-10-15,Presente
6380,1257,2025-10-08,Presente
6381,4132,2025-11-05,Presente
6382,4132,2025-10-29,Presente
6383,4132,2025-10-22,Presente
6384,4132,2025-10-15,Presente
6385,4132,2025-10-08,Presente
6386,2087,2025-11-05,Presente
6387,2087,2025-10-29,Presente
6388,2087,2025-10-22,Ausente
6389,2087,2025-10-15,Ausente
6390,2087,2025-10-08,Presente
6391,9201,2025-11-05,Presente
6392,9201,2025-10-29,Presente
6393,9201,2025-10-22,Presente
6394,9201,2025-10-15,Presente
6395,9201,2025-10-08,Presente
6396,4272,2025-11-05,Presente
6397,4272,2025-10-29,Ausente
6398,4272,2025-10-22,Presente
6399,4272,2025-10-15,Presente
6400,4272,2025-10-08,Presente
6401,3592,2025-11-05,Presente
6402,3592,2025-10-29,Presente
6403,3592,2025-10-22,Presente
6404,3592,2025-10-15,Presente
6405,3592,2025-10-08,Presente
6406,2347,2025-11-05,Presente
6407,2347,2025-10-29,Presente
6408,2347,2025-10-22,Presente
6409,2347,2025-10-15,Presente
6410,2347,2025-10-08,Presente
6411,8079,2025-11-05,Ausente
6412,8079,2025-10-29,Presente
6413,8079,2025-10-22,Presente
6414,8079,2025-10-15,Presente
6415,8079,2025-10-08,Presente
6416,788,2025-11-05,Presente
6417,788,2025-10-29,Presente
6418,788,2025-10-22,Presente
6419,788,2025-10-15,Ausente
6420,788,2025-10-08,Presente
6421,2438,2025-11-05,Presente
6422,2438,2025-10-29,Ausente
6423,2438,2025-10-22,Presente
6424,2438,2025-10-15,Presente
6425,2438,2025-10-08,Ausente
6426,808,2025-11-05,Presente
6427,808,2025-10-29,Presente
6428,808,2025-10-22,Presente
6429,808,2025-10-15,Presente
6430,808,2025-10-08,Presente
6431,3995,2025-11-05,Presente
6432,3995,2025-10-29,Presente
6433,3995,2025-10-22,Presente
6434,3995,2025-10-15,Presente
6435,3995,2025-10-08,Ausente
6436,2952,2025-11-05,Presente
6437,2952,2025-10-29,Presente
6438,2952,2025-10-22,Presente
6439,2952,2025-10-15,Presente
6440,2952,2025-10-08,Ausente
6441,6454,2025-11-05,Presente
6442,6454,2025-10-29,Presente
6443,6454,2025-10-22,Presente
6444,6454,2025-10-15,Presente
6445,6454,2025-10-08,Presente
6446,2230,2025-11-05,Presente
6447,2230,2025-10-29,Presente
6448,2230,2025-10-22,Ausente
6449,2230,2025-10-15,Presente
6450,2230,2025-10-08,Presente
6451,9307,2025-11-05,Presente
6452,9307,2025-10-29,Presente
6453,9307,2025-10-22,Ausente
6454,9307,2025-10-15,Presente
6455,9307,2025-10-08,Presente
6456,9590,2025-11-05,Presente
6457,9590,2025-10-29,Ausente
6458,9590,2025-10-22,Ausente
6459,9590,2025-10-15,Presente
6460,9590,2025-10-08,Presente
6461,1966,2025-11-05,Presente
6462,1966,2025-10-29,Presente
6463,1966,2025-10-22,Ausente
